Date and Time Reported,City,Summary
08/05/2007 00:00,Lowestoft (UK/England),"Bright light seen moving north east over Lowestoft in Suffolk, England"
08/04/2007 23:15,Worthing (UK/England),"Circular light, zig-zagging across the sky"
08/04/2007 15:00,"Dorking, Surrey (UK/England)",TWO WHITE CIRCULAR OBJECTS MOVING AT HIGH ALTITUDE & SPEED.
07/31/2007 00:00,Douglas (Isle of Man) (UK/England),A ball of green light flying it the sky and then disappeared
07/30/2007 23:30,London (UK/England),WHITE SLIT TYPE CRAFT
07/30/2007 12:00,UK/England,I was watching the McGlaphlin Group on PBS last Sunday. They showed footage of a UFO in Englad viewed by many witnesses. Do you have
07/29/2007 02:40,Furness (UK/Scotland),((HOAX??)) Cylinder shaped object hovered and then flew across sky leaving trail of light then shot up to orbit .
07/29/2007 01:25,Kirkcaldy (UK/Scotland),unexplained atmospheric conditons
07/26/2007 22:30,Stratford (UK/England),five unidentified objects were observed flying in formation after a sepereate craft was seen to approach at speed and a halt
07/25/2007 23:15,Hatfield Hertfordshire (UK/England),dull red glowing elongated and tapered cylinder silently travelling overhead in a dead straight line.
07/25/2007 22:30,Stratford (UK/England),Cluster formation witnessed by Hundreds over Stratford UK.
07/25/2007 00:00,Brighton (UK/England),"I need to have an e-mail address for which to send you two photos I took please, after I took the photos the object dissapeared. It was"
07/24/2007 00:00,Burgess Hill (UK/England),"Object sighted in sky to the east, near approach to airport, seemed triangular or circular shape when enlarged."
07/22/2007 22:00,Rugby (UK/England),Ball of Light with Tail
07/14/2007 23:20,Baldock (UK/England),Unexplainable objects glide across the sky.
07/13/2007 18:45,Durham (UK/England),Metalic object going west to east over HMP frankland at about 5000 feet ( England )
07/10/2007 17:00,Gourock (UK/Scotland),"A HUGE SHAPE LEVIATATING AROUND 40,000 FEET IN THE AIR FOR 20 MINUTES AND THEN RISING UP AND DISAPEARING"
07/07/2007 23:10,Hartlepool (UK/England),Soundless bright light seen over North East coast of England
07/05/2007 17:08,UK/England,X1 - UO captured on film at 420th of a second while photographing a rainbow. Object moved out of frame in 1/4 of a second.
07/03/2007 23:15,Aberdeen (UK/Scotland),Circular orange flame came overhead from the west of Aberdeen heading east. It just past when the orange flame went out and the object
06/28/2007 19:30,Glastonbury (UK/England),Grren sphere with light aura photographed at Glastonbury UK
06/27/2007 22:23,Boger (UK/England),((HOAX)) that day I was away for school I was going to bed I got up 22.23 my eye saw object
06/23/2007 23:00,London (UK/England),i saw some orange lights in the sky
06/22/2007 01:00,Lancashire County (UK/England),UFO or flying object seen in lancashire!
06/21/2007 22:30,Stratford-Upon-Avon (UK/England),Strange lights in the sky over pub in Stratford-Upon-Avon
06/16/2007 20:31,Birmingham (UK/England),2min 31 secs video footage of ufo over birmingham uk June 16th 2007
06/14/2007 23:42,Edinburgh (UK/Scotland),"Bright white circular light seen in Edinburgh, Goldenacre area with a trail of smoke following closely."
06/13/2007 09:17,Scunthorpe (UK/England),A green floating unkown object up in the sky
06/08/2007 22:15,Grimsby (UK/England),LIGHT BULB IN THE SKY.
06/08/2007 01:00,Llanelli (south Wales) (UK/Wales),"A white star-like object flew oddly over Llanelli, South Wales, UK before disappearing."
06/05/2007 03:23,Long Eaton (Derbyshire) (UK/England),"A light roughy 6 time the size of a normal satilite, traveling from west to east from Derby to Nottingham."
05/31/2007 11:10,UK/England,small orange ball seen moving across the sky in lancashire england
05/30/2007 01:07,Keele (UK/England),"linier craft of four lights, 3 lights close together, one half amile away. moving west over keele."
05/23/2007 15:45,Petersfield (UK/England),This was taken in my back garden with a 30 shot in 5 seconds burst. 2 pictures out of 30 had this object in.
05/22/2007 21:00,Ellesmere Port (UK/England),What shocked us was the movement and the amount of time the object was visible for.
05/21/2007 00:00,Oxford (UK/England),cigar rotating from end toend the size of 2jumboes
05/19/2007 23:50,London (UK/England),If I had only seen the two lights I would have let it go but the following lights clarified this was maybe a once in a life time moment
05/16/2007 12:00,Not Revealed,"An object so black that it looked like a two dimensional shape; the outline precise, as if drawn with a ruler and compasses. 4' 6"" tall"
05/12/2007 00:00,Welwyn Garden City (UK/England),10-12 yellow lights above welwyn garden city 12th May 2007
05/11/2007 21:09,Croydon (UK/England),There were glowing orange rings of heated metal.
05/05/2007 02:30,Inverness (near) (UK/Scotland),"Coloured light seen in Highlands of Scotland, it hovered, straight up and down and shot away at various angles, returning nearnt b"
05/04/2007 10:00,Derbyshire (UK/England),Hello The reason for any delay in sending this is what you covered on coast to coast 20/6/2012. The event was seeded in my mind bec
05/01/2007 00:00,UK/England,'Mile-wide UFO' spotted by British airline pilot
04/29/2007 22:00,Lancaster (UK/England).,ORANGE LIGHT OVER IRISH SEA IN UK. SEEN TO ACCELERATE AWAY
04/28/2007 20:20,"Falkirk, Glasgow (UK/Scotland)",12-20 silver discs flying over central scotland
04/23/2007 22:00,Derbyshire (UK/England),"Amber glow, circular, static,seemed low in the sky to the eye same as a small coin.then sped off."
04/23/2007 00:00,Guernsey (UK/England),Link to report about alleged sighting in the UK.
04/21/2007 22:20,Alfreton (UK/England),"4 fireballs in total, 1st 3 formed triangle...then gradually disappeared...4th hovered in same area before also disappearing."
04/21/2007 21:30,Blackpool (UK/England),"Eight UFO's over Blackpool, England"
04/21/2007 16:30,Bridgend (UK/Wales),daylight sighting of a classic disc type object.
04/20/2007 21:30,"Sidcup, Kent (UK/England)",50-100 yellow/orange balls flying in groups
04/19/2007 21:30,Sidcup (UK/England),"was alerted by the people who live next door to me via tex message to look out my flat window,saw amber in colour lights about as high"
04/17/2007 15:00,Peterborough (UK/England),"Unexplained whooshing noise (April 17th 2007)- Peterborough, UK"
04/14/2007 02:00,London (UK/England),"Various UFO sightings in South East London, UK"
04/12/2007 05:36,Birmingham (UK/England),2 small rectangular objects in the night sky only 3 meters away from me
04/12/2007 00:00,Manchester (UK/England),ufo over manchester ((NUFORC Note: Sirius or Venus?? PD))
04/11/2007 21:20,Nottingham (UK/England),two red pulsating lights moving southwards in Nottingham UK
04/09/2007 22:50,London (UK/England),flaring ufo chased by helicopters
04/06/2007 22:00,Jersey (Channel Islands) (UK/England),2 UFO's seen at beach
04/04/2007 22:00,"Dewsbury, West Yorkshire (UK/England)",Triangular shaped craft high above West Yorkshire skyline
03/19/2007 18:00,Lincolnshire (UK/England),Whilst out playing with my dog the huge bright star i had been obsessing over revealed its true colours!!
03/17/2007 14:28,Coventry (UK/England),"SMALL GLINTING OBJECT WITH ""PROPELLERS"" IMAGED IN DIGITAL SLR"
03/15/2007 22:30,Leicester (UK/England),Three bright lights moving side to side across the sky
03/15/2007 11:00,Leicester (UK/England),moving misty lights I cant explain
03/12/2007 20:30,"Lulworth, Dorset (UK/England)","7 bright whitle lights on the plains of lulworth cove in Dorset, england"
03/12/2007 04:40,Edinburgh (UK/Scotland),"At around 4.40am 3dec 2007 north northeast, i was heading to work going towards bonnyrigg i stopped at traffic lights at bridge at dalh"
03/11/2007 18:30,Warrington (UK/England),traiangle seen over cheshire uk nov 07
03/10/2007 22:00,Wolverhampton (UK/England),"small satalite shaped object seen doing turns and curcuits over wolverhampton,10th march 07. ((NUFOR"
03/10/2007 22:00,Northamptonshire (UK/England),5 bright orange lights fly in formation
03/09/2007 03:00,Stirlingshire (UK/Scotland),Extremely bright white (sometimes greenish) flashes of light blocking house windows. Central Scotland.
03/07/2007 22:45,Middlesbrough (UK/England),pink diamond object in sky over middlesbrough
03/04/2007 23:30,Lancashire (UK/England),snake like ufo captured at night
03/03/2007 22:50,Moreton Morrell (UK/England),Red dot in sky on night of lunar eclipse
03/03/2007 16:30,London (UK/England),Circle travelling straight for 20 secs then disapears
03/01/2007 12:00,Cardiff (UK/Wales),"Disk shaped craft captured on camera by accident over City Hall in Cardiff, Wales"
02/26/2007 18:30,Falkirk (UK/Scotland),"MY TWO SONS AND THREE FRIENDS SAW A LARGE RED/ORANGE LIGHT IN SKY THAT CIRCLED OVER THEM. THEY TOOK SOME PHOTOS OF IT, AND THEY ARE TO"
02/17/2007 21:00,Dumfries (UK/Scotland),Orange lights in sky
02/15/2007 05:30,London,We experienced completely out of the ordinary lights and sounds.
02/11/2007 18:00,Suffolk/Cambridgeshire/Essex/London (UK/England),Strange lights and a ring of unexplained fire. ((NUFORC Note: Possible sighting of Venus in the southwest sky?? PD))
02/08/2007 07:20,Darlington (UK/England),A flat grey to white saucer shaped craft moving on a slight angle in an easterly direction. North East UK.
02/05/2007 20:42,Dumfries (UK/Scotland),Saw bright orange objects at night in the sky.
02/04/2007 06:05,UK/England,Bright cigar - shaped object tracked my car for at least 10 minutes on February 4th 2007
02/03/2007 23:00,Exeter (UK/England),Approx. 6 red lights in what looked to be a /.\ formation
02/03/2007 20:32,Reading (UK/England),ufo in reading(uk) 500 Lights On Object0: Yes
02/03/2007 20:20,London (UK/England),We were facing a west north western direction and saw a group of lights in a staggered line(two lights were very close to each other a
02/01/2007 17:30,London (UK/England),Multiple orange blobs floating with a white plane following.
02/01/2007 00:00,Islington (London) (UK/England),"Lights over Islington, London"
01/31/2007 20:15,Bushey (UK/England),"Green and white flashing light over Bushey, Hertfordshire, England. has been observed for past 40 mins.. ((NUFORC Note: Sirius?? PD)"
01/30/2007 23:30,London (UK/England),"Slow moving bright sphere, 5x as large as star, 10x brighter. Intense white, blue and red. ((NUFORC Note: Sirius sighting. PD))"
01/29/2007 10:08,Edinburgh (UK/Scotland),"silver, cylinder, no fumes, wings, tail or windows and vanished completely in clear blue skies"
01/28/2007 18:30,Kilsyth (UK/England),20 lights changing colours above Kilsyth in the United Kingdom 500 Lights On Object0: Yes
01/21/2007 19:30,Accrington (UK/England),"Strange aircraft in sky over Lancashire,"
01/20/2007 20:30,Ramsey (Isle of Man) (UK/England),Round green flashing object
01/20/2007 17:00,Durham (UK/England),I saw a UFO and it was circle shaped and its colour was like a purple. It left a small trail. It also had flashing lights all over it a
01/12/2007 21:30,Bow (near Crediton),big ball of light getting closer and bigger we all looked up and it was really bright. it was quite close car alarms set themselves off
01/10/2007 18:12,"Helsby, Cheshire (UK/England)",A Groupd of Dark objects moving rapidly across the evening sky.
01/07/2007 18:10,Lincoln (UK/England),a medium size light in the sky with smaller lights around it
01/06/2007 22:40,Halesowen (UK/England),6 orange disc like objects came out of the East
01/03/2007 21:00,Norton (UK/England),want to know of other sightings tonight
01/02/2007 21:24,Solihull (UK/England),cigar shape with fourteen blue lights
01/01/2007 19:45,Welwyn Garden City (UK/England),4 Red lights seen over Welwyn Garden City in Hertfordshire England
01/01/2007 13:40,Hainault (on the London/Essex border) (UK/England),In clear daylight three white lights in triangular formation very high in sky moving eastwards.
12/29/2006 00:53,London (UK/England),just a light getting closer and closer then dissapered.
12/28/2006 23:00,Nottingham (UK/England),UK orange sphere
12/27/2006 20:00,Bishops Castle (UK/England),Two moon sized orange globes hanging in the sky in countryside above hills which were alongside each other then shot off at speed and d
12/26/2006 19:20,Glasgow (UK/Scotland),Orange pulsing light - moved erratically then went straight up and disappeared.
12/22/2006 18:00,Gatwick Airport (UK/England),Black triangle sighting - via strange white light effects
12/20/2006 23:00,Liverpool (UK/England),A string of light chasing in the sky (Madness)
12/20/2006 00:00,Stockport (UK/England),"As I was making my home from some pre-christmas celebrations, I could make out a light above the fog. It was jiggling about at break n"
12/15/2006 17:30,"Burslem, Staffordshire (UK/England)",ship could be seen in clouds but vanished into open sky?
12/12/2006 23:00,Coatbridge (UK/Scotland),Double sighting
12/12/2006 18:00,Coatbridge (UK/Scotland),"Round, bright greem, bright green oval egg shaped shooting upwards into the sky with green mist trail"
12/11/2006 23:15,Birmingham (UK/England),bright light travelling at collosul speed .it seemed about 200yrds from the ground . with whooshing noise.
12/11/2006 22:58,Doncaster (UK/England),"22:58 hours, A bright light traveling 1000s of miles a hour, so low and so quite, going over the horizon , it wasen't a shooting star i"
